,Index,title,company,location,startdate,duration,stipend,apply,tags,link
2426,519,django development,Tradexa Technologies Private Limited,Pune,Starts immediatelyImmediately,6 Months,12000-15000 /month,16 Feb' 22,"Internship with job offer                

                Internship with job offer",https://internshala.com/internships/computer%20science-internship/page-13
2427,520,java development,Proveera Private Limited,Ahmedabad,Starts immediatelyImmediately,6 Months,15000 /month,16 Feb' 22,"Internship                

                Internship",https://internshala.com/internships/computer%20science-internship/page-13
2428,521,software development,Planful,Hyderabad,Starts immediatelyImmediately,6 Months,15000 /month,16 Feb' 22,"Internship                

                Internship",https://internshala.com/internships/computer%20science-internship/page-13
2429,522,typescript development,Liberin Technologies Private Limited,Work From Home,Starts immediatelyImmediately,6 Months,3000 /month,16 Feb' 22,"Internship with job offer                

                Internship with job offer",https://internshala.com/internships/computer%20science-internship/page-13
2430,523,computer vision,Productize Technologies,Work From Home,Starts immediatelyImmediately,1 Month,1000 /month +  Incentives,16 Feb' 22,"Internship                

                Part time allowed                

                Internship",https://internshala.com/internships/computer%20science-internship/page-13
2431,524,web development,Medorn,Bhopal,Starts immediatelyImmediately,3 Months,10000 /month,16 Feb' 22,"Internship                

                Internship",https://internshala.com/internships/computer%20science-internship/page-13
2432,525,web development,Phionike Solutions,Work From Home,Starts immediatelyImmediately,3 Months,5000-7000 /month,16 Feb' 22,"Internship                

                Internship",https://internshala.com/internships/computer%20science-internship/page-13
2433,526,software testing,GharChalo,Work From Home,Starts immediatelyImmediately,6 Months,8000 /month,16 Feb' 22,"Internship                

                Internship",https://internshala.com/internships/computer%20science-internship/page-13
2434,527,artificial intelligence ai,Infilect Technologies,Bangalore,Starts immediatelyImmediately,6 Months,50000 /month,16 Feb' 22,"Internship                

                Internship",https://internshala.com/internships/computer%20science-internship/page-13
2435,528,artificial intelligence ai,Empower COE,"Bangalore, Udupi",Starts immediatelyImmediately,6 Months,10000 /month,16 Feb' 22,"Internship                

                Internship",https://internshala.com/internships/computer%20science-internship/page-13
2436,529,moodle developer,SPACE For Early Childhood Education,Work From Home,Starts immediatelyImmediately,3 Months,Unpaid,16 Feb' 22,"Internship                

                Internship",https://internshala.com/internships/computer%20science-internship/page-13
2437,530,android app development,Quantum IT,Work From Home,Starts immediatelyImmediately,6 Months,6000-12000 /month,16 Feb' 22,"Internship                

                Internship",https://internshala.com/internships/computer%20science-internship/page-13
2438,531,mycareermychoice,Say no to career stereotypes! Say yes to being you!,,1-6 months 1-6 months,"Minimum ₹10,000",24th February,,,https://internshala.com/internships/computer%20science-internship/page-14
2439,532,io app development,Quantum IT,Work From Home,Starts immediatelyImmediately,6 Months,8000-15000 /month,16 Feb' 22,"Internship                

                Internship",https://internshala.com/internships/computer%20science-internship/page-14
2440,533,backend development,ArabEasy,Gurgaon,Starts immediatelyImmediately,6 Months,12000 /month,16 Feb' 22,"Internship with job offer                

                Internship with job offer",https://internshala.com/internships/computer%20science-internship/page-14
2441,534,subject matter expert computer science application,Kunduz Incorporation,Work From Home,Starts immediatelyImmediately,3 Months,5000-6000 /month,16 Feb' 22,"Internship                

                Part time allowed                

                Internship",https://internshala.com/internships/computer%20science-internship/page-14
2442,535,web development,MJVJOB,Work From Home,Starts immediatelyImmediately,6 Months,8000-15000 /month,16 Feb' 22,"Internship with job offer                

                Internship with job offer",https://internshala.com/internships/computer%20science-internship/page-14
2443,536,web development,Betasaurus,Jaipur,Starts immediatelyImmediately,2 Months,2000-5000 /month,16 Feb' 22,"Internship                

                Internship",https://internshala.com/internships/computer%20science-internship/page-14
2444,537,devops engineering,TPF Technologies Private Limited,"Navi Mumbai, Belapur",Starts immediatelyImmediately,6 Months,10000 /month,16 Feb' 22,"Internship                

                Internship",https://internshala.com/internships/computer%20science-internship/page-14
2445,538,io app development,TPF Technologies Private Limited,Work From Home,Starts immediatelyImmediately,6 Months,10000 /month,16 Feb' 22,"Internship                

                Internship",https://internshala.com/internships/computer%20science-internship/page-14
2446,539,web development,Sortizy,Work From Home,Starts immediatelyImmediately,6 Months,12000-22000 /month,16 Feb' 22,"Internship                

                Internship",https://internshala.com/internships/computer%20science-internship/page-14
2447,540,web development,Spidergems Sotlabz,Chennai,Starts immediatelyImmediately,4 Months,9000 /month,16 Feb' 22,"Internship                

                Internship",https://internshala.com/internships/computer%20science-internship/page-14
2448,541,web development,Gigaforce Software Limited,Work From Home,Starts immediatelyImmediately,6 Months,10000-20000 /month,16 Feb' 22,"Internship with job offer                

                Part time allowed                

                Internship with job offer",https://internshala.com/internships/computer%20science-internship/page-14
2449,542,flutter development,Deorwine Infotech,Jaipur,Starts immediatelyImmediately,6 Months,6000-8000 /month,16 Feb' 22,"Internship                

                Internship",https://internshala.com/internships/computer%20science-internship/page-14
