,skills
3856,",Node.Js,Angularjs,React.Js,HTML,CSS,MongoDB"
3857,
3858,",Middleware,Front end,JIRA,DOM,Agile methodology,Javascript"
3859,",React.js,Javascript,CSS,HTML,Webpack,Redux"
3860,
3861,",Linux,Perl,Windows,Shell scripting,Python,VMware"
3862,",Powerapps,power automate,sharepoint"
3863,",Guidewire,Thunderhead,MuleSoft,Design Patterns,GOSU Programming,Webservices"
3864,",Ruby on Rails,Rspec,Resque,NoSQL,RDBMS,Javascript"
3865,
3866,",.Net,SQL Database,VB.NET,Artificial Intelligence,Automation Anywhere,Blue Prism"
3867,",Powerapps,power automate,sharepoint"
3868,",Flutter,Dart,Flutter Developer,native Android,Mobile Applications,Web   applications"
3869,",Laravel,PHP,MVC,MVC Framework,backend developer,laravel developer"
3870,",Spring Boot,Java 8,Spring,SDLC,Tomcat,Maven"
3871,",Flutter,Android,iOS,Dart,Mobile App Designing,Java"
3872,",Javascript,CSS,Jest,HTML,React.Js,Front End"
3873,",Rpa,Automation Anywhere"
3874,",Developer,HTML,Troubleshooting,Technical documentation,Database,CSS"
3875,",Javascript,CSS,Jest,HTML,React.Js,Front End"
3876,",ASP,.Net,MVC,.Net Core,WebAPI,SQL Server"
3877,",C++,SQL,Python,software quality,Machine learning,WindBG"
3878,",C++,SQL,Python,software quality,Machine learning,WindBG"
3879,",AngularJS,Javascript,jQuery,Bootstrap,HTML5,CSS3"
3880,
3881,
3882,
3883,
3884,
3885,
3886,",WooCommerce,eCommerce,Wordpress,Element Management System,PHP,Javascript"
3887,",Javascript,HTML,Web services,jQuery,WCF,JSON"
3888,",Javascript,HTML,Web services,jQuery,WCF,JSON"
3889,",Solution design,PPM,Vendor,SAAS"
3890,",HTML,CSS,Javascript,Vue.js,OOPS,TypeScript,UI"
3891,",Nodejs,Angularjs,MySQL,MongoDB"
3892,",Technical support,CSS3,Front end,Computer science,Backend,Analytical"
3893,",Javascript,HTML,Performance testing,Troubleshooting,Coding,Debugging"
3894,",SQL,Windows,WCF,WPF,Visual Studio,LINQ"
3895,",Angular,Angular6,Html5,CSS,Javascript,Bootstrap"
3896,",XML,DTD,Epub,EPUB DEVELOPER,Oxygen Xml Editor,Epsilon"
3897,
3898,",React Native,Mobile App Designing,iOS,Android,Javascript,TypeScript"
3899,
3900,
3901,
3902,
3903,
3904,
3905,
3906,
3907,
3908,
3909,
3910,",SQL,Unix,Linux,HTML,Networking,Python"
3911,",System software development,C++,Linux,UML,Python,Web development"
3912,",Learning and Development,Talent Management,Organization Development,Performance Management,Diversity & Inclusion"
3913,",Data structures,MVC,Object oriented design,Analytical,Continuous improvement,Web technologies"
3914,
3915,
3916,",Linux,Networking,Python,Agile,SNMP,Backend"
3917,",Linux,Windows,UML,OOAD,Agile,Coding"
3918,",Winforms,Coding,Scrum,Consulting,Architectural design,Object oriented programming"
3919,",Genesys,Windows Server,SIP,Tomcat,PowerShell,C#"
3920,
3921,",Automation,Open source,Investment banking,Software design,Telecommunication,Project planning"
3922,",Oracle APEX,PL-SQL,Database Design,SDLC"
3923,",SteelBrick CPQ,Salesforce CPQ,Salesforce,Apex,Visual Force,Lightning Design System"
3924,
3925,",RPA,UiPath,Blue Prism,SQL,Solution Design,Automation Anywhere"
3926,",AWS,Cloud Services,Microservices Architecture,CI/CD,ETL,SQL"
3927,",Learning and Development,Talent Management,Organization Development,Performance Management,Diversity & Inclusion"
3928,",Linux,Networking,Python,Agile,SNMP,Backend"
3929,",MDM,Python,Java,Shell Scripting,Kubernetes,VMware"
3930,
3931,",Automation,Open source,Investment banking,Software design,Telecommunication,Project planning"
3932,",Android,Flutter,Kotlin,Mobile App Designing,Android Studio,SQLite"
3933,",Oracle APEX,PL-SQL,Database Design,SDLC"
3934,",SteelBrick CPQ,Salesforce CPQ,Salesforce,Apex,Visual Force,Lightning Design System"
3935,",Sales,Category Management,Startup,eCommerce,FMCG Sales"
3936,",AWS,Cloud Services,Microservices Architecture,CI/CD,ETL,SQL"
3937,",Multithreading,OOPS,Javascript,TypeScript,CSS3,HTML5"
3938,
3939,",Java,Spring Boot,Microservices Architecture,Hibernate,Design Patterns,Rest Webservices"
3940,",Telecom Billing System,Unix,Scripting,Java,Microservices Architecture,RDBMS,PL-SQL,C++,JDBC"
3941,",MDM,Python,Java,Shell Scripting,Kubernetes,VMware"
3942,",AngularJS,HTML,CSS,Javascript,Rest Webservices"
3943,",AWS,Cloud Services,Amazon EC2,Amazon RDS,CloudFormation,iAM"
3944,",Risk Analytics,Java,Investment Banking,Python,Linux,Scala"
3945,",Quant,Trading,HFT,PhD"
3946,",Javascript,CSS,HTML,Front End,Redux,Jest"
3947,",React.js,Javascript,Flux,Redux,RESTful API,JSON"
3948,",NoSQL,MongoDB,RESTful API,Ruby Programming,Javascript,Application Designing"
3949,",Singleview,C++,C,Perl,Java,SQL"
3950,",XML,HTML,microsoft,Coding,Debugging,Consulting,Customer service,Video conferencing,Technology operations,E-commerce"
3951,",Javascript,Css,Php,Html5,React . Js,Node Js"
3952,",Windows,WPF,Analytical,Troubleshooting,Object oriented design,Computer science"
3953,",Node.Js,AWS,API,Graphql"
3954,",Node.js,AWS,Spring,DynamoDB,API Gateway,RDBMS"
3955,",Flutter,Android,React Native,IOS,Software Engineering,Front End"
3956,",Node.js,Javascript,Express.js,ES6,TypeScript,Database Tuning"
3957,",MySQL,Javascript,CSS,Postgresql,Python,Django"
3958,",Photoshop,Illustrator,Indesign,Logo,Typography,Graphic Designing"
3959,",React Native,Android,iOS,Mobile App Designing,Redux,REST API"
3960,",Ruby on Rails,Work From Home,Rspec,CI/CD Pipeline,Resque,OOPS"
3961,",MongoDB,MySQL,C#,Linux,.Net Core,.Net"
3962,",Javascript,HTML,Windows,WPF,Web development,Debugging"
3963,",Customer service,Time management,MIS,Procurement,Billing,Staffing"
3964,",Css,Html,Java,Rest / Soap,Etl,Xml"
3965,
3966,
3967,",React.js,Javascript,Redux,UI,ECMAScript,Redux-Saga"
3968,",React.js,Javascript,Redux,UI,ECMAScript,Redux-Saga"
3969,
3970,",Javascript,YII,Git,NoSQL,PHP web frameworks,CSS3,HTML5,object-oriented PHP programming,PHP Laravel,SQL,CodeIgniter"
3971,",Java,J2Ee,Spring,Html5,csss3,Javascript"
3972,",React.Js,HTML,CSS,jQuery,Grunt,Javascript"
3973,
3974,
3975,
3976,
3977,",Vue,.Net Core,.Net,Vue JS,Vue.JS,Dot Net Core"
3978,",React Native,Git,Mobile App Designing,Push Notification,Mobile App Performance Optimization,SDLC"
3979,",Javascript,CSS,HTML,Front End,Redux,Jest"
3980,",Javascript,Git,Mysql,Mongodb,Node . Js Development,Linux"
3981,",Javascript,HTML,MVC,Front end,Backend,Internet applications"
3982,",Salesforce CPQ,Salesforce,SFCC,Salesforce Service Cloud,SFDC Sales Cloud,Work From Home"
3983,",HTML,Javascript,Responsive Web Design,Web Designing,Webpack,Web Technologies"
3984,",React Native"
3985,",CSS,HTML,Redux,React.Js,Javascript"
3986,",C #,Mvc Architecture,Ms Sql,Computer Science,Software Engineering"
3987,",Javascript,Dom,Redux,Json Web Token,React . Js,Flux"
3988,",Ios,Android,Performance Tuning,Git,Apple,Rest"
3989,",Ios,Android,Performance Tuning,Git,Apple,Rest"
3990,",CRM,SQL,MS Office,Presales,Digital marketing,LMS"
3991,",Php,Javascript,Html5,Jquery,Shopify Developer,Css3"
3992,",Node.js,ORM,MySQL,AWS,TypeScript,Code Versioning Tools"
3993,",Splunk,Development"
3994,
3995,",Node.js,React.js,AngularJS,Scripting,Redis,MongoDB"
3996,",Python,Machine learning,Data quality,Middle level management,deep learning,Deployment"
3997,",Troubleshooting,Sensors,Middle level management,Agile methodology,Deployment,Testing"
3998,",Social media,Digital marketing,Content strategy,Manager Technology,Relationship"
3999,",Social media,Digital marketing,Content strategy,Manager Technology,Relationship"
4000,
4001,",Middle level management,Career development,Process quality,Compliance,Manager Technology,Database"
4002,",Android,Automotive,Telematics,Middle level management,development testing,Electricals"
4003,",microsoft,SCM,Maven,Packaging,JIRA,Software configuration management"
4004,",Javascript,VB,ERP,Stored procedures,LINQ,Backend"
4005,",Middle level management,Career development,Process quality,Compliance,Manager Technology,Database"
4006,",SAP,ABAP,Application development,Analytics,Middle level management,Cloud"
4007,",VMware,ESXi,Windows OS,WSUS,Windows Server,Linux OS"
4008,",Automation,Javascript,Application support,Debugging,JIRA,Ticketing"
4009,",AngularJS,React.js,UI,Javascript,Node.js,REST API"
4010,",AngularJS,Angular 2,Angular 2+,Angular 4,Angular 5,Angular 6,Angular 7,HTML,MVC,Javascript,JSON"
4011,",Python,Recruitment,AutoCAD,PDF,github,Project Associate"
4012,
4013,
4014,",Python,Machine learning,Data quality,deep learning,Management,Deployment"
4015,",SQL,Javascript,Python,JSON,SDK,Healthcare"
4016,",Windchill,PLM,Java,JSP,ThingWorx,Data Modeling"
4017,
4018,
4019,
4020,",Javascript,HTML,CSS,AngularJS,RESTful API,RESTful Webservices"
4021,",Angular,Typescript,Javascript,NgRx,RxJs,Nx"
4022,",Responsive Design,Test Driven Development,HP Data Protector,Visual Design,Front End,Data Analysis"
4023,",Python,Machine Learning,C + +,Algorithms,Neural Networks,Algorithm Development"
4024,",Black mountain OMS,Allvue OMS,Order Management System,OMS developer,Everest,BMS"
4025,",SQL Server,ASP.Net,C#,MVC,C#.Net,Net"
4026,",SQL Server,ASP.Net,C#,MVC,C#.Net,Net"
4027,
4028,",Android,Performance tuning,Animation,Integration testing,GIT,IOS"
4029,",Mobile Applications,Android,IOS,Web Technologies,Verbal Communication,React Native"
4030,",C,C++,Bluetooth Low Energy,Android,Firmware,Debugging,Programming,Design Development,carplay"
4031,",Hardware Design,IOT,prototype,PCB Designing,Design Optimization,wireless technology"
4032,",SFDC Sales Cloud,Salesforce,Apex,SOQL/SOSL,Lightning Design System,Visual Force"
4033,",Vlocity,Salesforce,Apex,Visual Force,Lightning Design System,Javascript"
4034,",C++,SQL,Unix,SQL Server"
4035,",Mendix,EAI,Technical Architect,Troubleshooting,Project Methodologies,BPM"
4036,
4037,
4038,",.Net Core,.Net,MVC Design Patterns,WPF,AngularJS,ASP"
4039,",React Native,Android,OOPS,Mobile App Designing,MVVM,Hybrid Apps"
4040,",Node.Js,Software Development"
4041,
4042,
4043,
4044,
4045,
4046,",Angular,Angularjs,React.Js"
4047,",SAP PI,SAP XI,Cpi,PO,SAP POPI,SAP PIPO"
4048,",SAP PI,SAP XI,Cpi,PO,SAP POPI,SAP PIPO"
4049,",Odata,OO ABAP,Sapui5,Data Dictionary,Html5,Javascript"
4050,",Powerapps,SQL Server,Power Bi,System Design,IT Operations,Information Security"
4051,",C++,Programming,Unity,Audio programming,Audio"
4052,
4053,
4054,
4055,",React.Js,OOPS,Javascript,react js"
4056,
4057,
4058,",React.Js,Javascript,React Native,PWA,Graphql,Node.Js"
4059,",Go,golang,go lang"
4060,",Go,golang,go lang"
4061,",Hibernate,Core Java,Apache,Production support,RDBMS,Maven"
4062,",Camunda,BPM,BPM Implementation,Java,J2EE,Webservices"
4063,
4064,
4065,
4066,",React.js,Javascript,Webpack,RESTful API,HTML,CSS"
4067,
4068,",Project Management,Contract Management,Regulatory Compliance"
4069,",Python,PySpark,Spark,Hive,Control-M,CI/CD"
4070,",Node.js,MongoDB,Javascript,Solution Design,Solution Implementation,Applications Implementation,Microservices Architecture"
4071,",HTML,SQL,Javascript,CSS,Full Stack"
4072,",Xamarin,Mobile App Designing,Android,iOS,C#,Xcode"
4073,
4074,
4075,
4076,
4077,",Testing,Diagnostics,Management,Technical support,Performance testing,Solution design"
4078,
4079,",React.js,Javascript,ES6,WebAPI,LESS/SASS,RESTful API"
4080,",HTML,Automation,Agile,Data analysis,Asset management,Financial planning,Web application development,Front end,Manager Technology,Javascript"
4081,
4082,
4083,
4084,",Linux,Shell scripting,PLSQL,Production support,MS SQL,Manager Quality Assurance"
4085,",Multithreading,Microservices Architecture,Java 8,Hibernate,MySQL,NoSQL"
4086,
4087,",UI,AngularJS,Rest Webservices,Javascript,Microservices Architecture,ES6"
4088,",React Native,iOS,Android,API Integration,Webpack,Mobile SDLC"
4089,",Ruby on Rails,CI/CD,REST API,TDD,Docker,Kubernetes"
4090,",PL-SQL,SDLC,Oracle DB,Data Modeling,Data Warehousing,ODI"
4091,",SQL,Linux,XML,Core Java,Informatica,jQuery"
4092,",OBIEE,Dashboard Tools,Dashboard Design,Data Warehousing,WebLogic"
4093,",React.js,Javascript,REST API,React Native,HTML,CSS"
4094,",Angular 7,Angular 8,Angular 9,HTML5,CSS3,IT Infrastructure"
4095,",C++,C++11,C++14,Video Conferencing Systems,Linux Server,Embedded System"
4096,",C++,C++11,C++14,Video Conferencing Systems,Linux Server,Embedded System"
4097,
4098,",Javascript,CSS,HTML,JSON,XML,Rest"
4099,
4100,",C++,Debugging,JIRA,Object oriented design,Analytical,qml,gui development,Analytical skills,GDB,HMI"
4101,",Sales,Franchise Development,FMCG Sales,Lead Generation"
4102,",C++,OOPS,STL,Win32,MFC,VC++"
4103,",C++,OOPS,STL,Win32,MFC,VC++"
4104,",Angular 7,Angular 8,Angular 9,HTML5,CSS3,IT Infrastructure"
4105,",New Product Development,New Product Design,R&D"
4106,",R&D,New Product Development,New Product Design"
4107,",Javascript,XML,HTML,MySQL,Ajax,jQuery"
4108,",C++,C++11,C++14,Video Conferencing Systems,Linux Server,Embedded System"
4109,",Javascript,Ajax,jQuery,WCF,WPF,Application development"
4110,",PHP,Project management,Python,Consulting,Ruby,Information technology,Front end,Computer science,Backend,HTML;Javascript,javascript,technical,development,software,tools,architecture,code,applications,quality,api,infrastructure,hardware"
4111,",Javascript,CSS,HTML,JSON,XML,Rest"
4112,",Oracle O2C,Oracle P2P,Oracle Integration,Oracle Apps,R12"
4113,",Salesforce,Vlocity,System Integration,Salesforce LWC,Data Modeling,Salesforce CPQ"
4114,",Flutter,Android,iOS,Mobile App Designing,Dart,React Native"
4115,",Golang,AWS,RDBMS,Ruby on Rails"
4116,
4117,
4118,
4119,",netsuite,suite commerce"
4120,",XML,HTML,microsoft,Coding,Debugging,Consulting,Customer service,Video conferencing,Technology operations,E-commerce"
4121,",Mobile Application Development,Xamarin,Xamarin Forms,C#,Xamarin Developer"
4122,",AngularJS,React.js,MVC,C#,VB,ASP"
4123,",React Native,Redux,API,TypeScript,Node.js,Express.js"
4124,",Storyline,Authoring Tools,WCAG,Animation,Articulate Storyline"
4125,",Zoho CRM,ASP,.Net,RESTful API,Deluge Scripting,.Net Core"
4126,",React Native,Node.Js,React.Js,Javascript,Firebase,MongoDB"
4127,",Javascript,Rest,Spring Boot,JSON,XSLT,XML"
4128,",Javascript,Front End,UX,Vue.Js,Web Technologies,Design Patterns"
4129,",React Native,XCode,IOS,Swift"
4130,",Javascript,CSS,Html5,Front End,Node.Js"
4131,",Design Development,Blockchain,React.Js,Frontend Development,Backend,Node.Js"
4132,
4133,
4134,",Design Development,Blockchain,React.Js,Frontend Development,Backend,Node.Js"
4135,
4136,
4137,",Principal,Javascript,Data structures,Data modeling,RDBMS,Selenium"
4138,",Principal,Data structures,Data modeling,CSS3,Front end,Backend"
4139,",Javascript,Css,Java,Spring Boot,Html5,Hibernate"
4140,",Ruby on Rails,JSON,Webservices,Rspec,REST API,Application Designing,AWS,Cloud,Git,Resque,Javascript"
4141,",Javascript,Css,Java,Spring Boot,Html5,Hibernate"
4142,",Ruby on Rails,React.js,MySQL,Javascript,Node.js,Bootstrap"
4143,
4144,",Angular 2+,HTML5,CSS3,Javascript,Bootstrap,TypeScript"
4145,",Node.js,Javascript,TypeScript,Express.js,Database Design,Data Modeling"
4146,",UI,Javascript,HTML,CSS,React Native,Webservices"
4147,",Learning and Development,Organization Development,HR Jobs in FMCG,HR Head,Talent Management,HR Business Partner"
4148,",Progress 4GL,Openedge,4Gl,GUI,CHUI,XML"
4149,",.Net 4.5,HTML,JavaScript,CSS,MVC,Web services"
4150,",Identity Management,Java,Agile,SQL,AWS,API Integration,J2EE,Version Control System,Data Modeling,Design Patterns,RDBMS"
4151,",Javascript,React.Js,Redux,Webpack,Flux,Front End"
4152,",Javascript,React.Js,Redux,Webpack,Flux,Front End"
4153,",Reactjs,Agile"
4154,
4155,",Python,Cloud Computing,REST,SOAP"
4156,",Power BI,ETL,Data Warehousing,Data Modeling,SQL,Business Intelligence"
4157,",Power BI,ETL,Data Warehousing,Data Modeling,SQL,Business Intelligence"
4158,",AIDL,HIDL,Android AOSP,C++,Android Framework,Camera HAL"
4159,
4160,",AngularJS,Node.js,StrongLoop,HTML5,CSS3,Multithreading"
4161,",Flutter,Mobile App Designing,JPA,Kotlin,RESTful API"
4162,
4163,",React.js,Javascript,Rest Webservices,JSON,API Integration,HTML"
4164,",ELK stack,Kibana,HLD,LLD,Power shell,JAVA"
4165,
4166,
4167,",Laravel"
4168,",Javascript,Html,Css,Ios,Android,Git"
4169,
4170,",Webpack,Node.js,Java,Redux,React.js,RESTful Webservices"
4171,
4172,
4173,",Javascript,JQuery,Bootstrap,Html5,Front End,Angular"
4174,
4175,
4176,",UI,Redux,React.js,HTML,CSS,Javascript"
4177,",Ruby on Rails,Javascript,jQuery,NoSQL,MongoDB,React.js"
4178,",Javascript,Formula Language,Web Technologies,MySQL,Lotus Notes Domino,Software Development Life Cycle"
4179,",Javascript,Formula Language,Web Technologies,MySQL,Lotus Notes Domino,Software Development Life Cycle"
4180,",Javascript,HTML,CMS,Workflow,Configuration management,Analytics,Information technology,Test planning,Change management,Incident management"
4181,",Recruitment,Java,Spring,Talent Acquisition,Mysql,J2Ee"
4182,",Information technology,Configuration management,Coding,Design review,Project development,Troubleshooting"
4183,",Recruitment,MS Office,Service quality,Talent acquisition,RCA,JSON"
4184,",SQL,XML,HTML,MySQL,jQuery,Automation"
4185,",SQL,XML,HTML,MySQL,jQuery,Automation"
4186,",Oracle,SDLC,Stored procedures,Recruitment,BPO,Business process"
4187,
4188,",Middleware,Information technology,Computer science,Performance monitoring,Programming,Web services"
4189,
4190,",Angularjs,Javascript,Front End,Html,Web Services,Angular Developer,Node Js,Rest Api,Talent Acquisition"
4191,",Angularjs,Javascript,Front End,Html5,Html Coder,Web Services"
4192,",RPG,AS400,iSeries,SQL"
4193,",Network security,Javascript,Python,data security,Data structures,Mining"
4194,",Opengl,Animation,Scripting,3D,Opencv"
4195,",Android,IOS,Deployment"
4196,",Automation,Software design,Staffing,GIT,Control system,Claims"
4197,",Oracle,SDLC,Stored procedures,Recruitment,BPO,Business process"
4198,",Selenium,Information technology,Recruitment,Computer science,Analytical,Talent acquisition"
4199,",AEM,OOPS,RDBMS,Java,Full Stack,Javascript"
4200,",Talend,ETL,ETL Tools,SDLC"
4201,
4202,",Ruby on Rails,Javascript,jQuery,NoSQL,MongoDB,React.js"
4203,",Javascript,Formula Language,Web Technologies,MySQL,Lotus Notes Domino,Software Development Life Cycle"
4204,",SQL,Web services,Db2,Cobol,Datastage,PLSQL"
4205,",SQL,XML,HTML,MySQL,jQuery,Automation"
4206,
4207,",Automation,Automotive,Staffing,GIT,Diagnostics,Control system"
4208,",Automation,Recruitment,Staffing,GIT,Control system,Claims"
4209,",C++,Automation,System programming,Software design,Staffing,GIT"
4210,",Unix,SAP,Javascript,XML,Production support,Troubleshooting,Workflow,Performance tuning,JSON,Information technology"
4211,",XML,HTML,MySQL,jQuery,Python,MS SQL"
4212,",Oracle Apps,SDLC,Oracle Workflow,Oracle EBS,PL-SQL,Webservices"
4213,",Oracle Apps,SDLC,Oracle Workflow,Oracle EBS,PL-SQL,Webservices"
4214,",Strategy Consulting,Project Management"
4215,",Member Technical,Linux,Open source,Licensing,Analytical skills,Javascript"
