course_title/users,Ramesh,Ritesh,Rohit,Divya,Pooja,Ravi,Mansi,Hitesh,Tejas,Sonal,Rahul,Sourabh
Curso básico de Gimp; software gratis de diseño gráfico,,1,,,,,1,,,,,
Curso Completo de SolidWorks 2016.,,,,,,,,,,,,
なぞるだけですぐできる! 簡単手描きイラスト講座,,0,,,,,1,,,,,
Découvrez InDesign en 1 heure,,,,,,1,,,,,,0
Convert Image to Vector in Adobe illustrator,,,,1,0,1,,,,,,
Design & Create Vector Graphics With Inkscape 2016,,,,1,,,,,,,,
GIMP for Beginners. Make Your Own Professional Book Covers,,,,,,,,1,,,,1
Learn Photoshop Quickly (For Bloggers & Web Images),1,0,1,,,,,,,1,,
Photoshop CC 2017 for Beginners: Master Photoshop Essentials,,,,,,,,0,,0,,
Voxel 3D Model Creation Course,,,,,,0,,,,,,
Logo Design: Mastering the Wordmark,,,,,0,,0,1,,,1,
The Complete Canva Course,,,,,1,,,,0,,,1
Learn Photoshop for Design: 100% Practical Projects,,0,0,,,0,,,,,0,
Logo Design Theory & Application Bootcamp,1,,,,,0,,,,,0,
LaTeX for Professional Publications,,,,,,1,,,,,,1
The Design Theory Blitz,1,,,,,,,,,,1,
Book Design With MS Word And Canva ,,,,,0,,,,,,0,
Learn to Design a Letterhead - A Beginners Course,,,,,1,,,,,,,
Creating Icons with Adobe Illustrator,,,,,1,0,,1,,,0,
Create Stunning Infographics to Share your Ideas,1,,,,1,,,,,,0,
How to stylize your photos in Photoshop with color overlays,,,,,,,,,,0,,
Business Card and Letterhead Design in Adobe Illustrator,,,,,0,,,,,0,,1
A Complete Guide to Successful Freelance Logo Design Career,,,,,,,,,0,,,0
The Logo Design Process From Start To Finish,,,,,0,,,,,,1,
Creative logo design with Inkscape for free,,0,,,,1,,,,,,
Typography Fundamentals - Feel confident with type!,,,,,,,,,1,,,1
How To Sell Your Art Online With ETSY,1,,,,,,,,1,,,1
Ultimate Guide on Freelancing Career in Photoshop Design,0,0,,,1,,,0,,,1,
Photoshop - Como criar Fusão de forma profissional,0,1,0,,,,,1,1,1,,
"Photoshop, Illustrator, InDesign & Graphic Design Principles",,,,,,,,,,,,1
Photoshop - Tratamento de pele profissional,0,1,,0,,0,,,,,,0
Indesign - Para quem quer trabalhar com Design Gráfico,,,,,,0,,,,,,
Primeros Pasos con Photoshop CC,,1,1,,,,,,,,,
Cómo Diseñar Logos,,,0,,,,,1,,,,
Photoshop para principiantes: ¡De cero a experto!,,,,,,,,,1,,,
Photoshop Avançado - Pós Produção e fusão com 3D,,,,,,,1,,,,,
ABC do Adobe Illustrator,1,,,,,,,,,,,0
خطوتك الأولى لتعلم الفوتوشوبPhotoshop,,,,,,,,,,,,1
master course - realistisch zeichnen lernen,,,,0,,,,1,1,,,1
Photoshopマスターコース　基礎から上級まで　ステップバイステップでPhotoshopのすべてを学ぼう,,1,,0,,0,,,,,,
Professional Logo Design in Adobe Illustrator,1,,,,,,,,1,,1,
Learn UI/UX and Mobile App Design in Photoshop from Scratch,,,,,,,,0,1,,,0
Mastering Photoshop: From Beginner to Industry Professional,0,,,,,,,1,,,,
Expert Retina / HiDPI Graphics in Photoshop & Illustrator,,1,,0,,,,,,,,
Start Making Comics with Manga Studio 5 / Clip Studio Paint,,,,,,0,,,0,1,,1
Most Wanted Flat Design Techniques #1: Desert Island,,,0,,,,,,,,,1
Photoshop Quickstart Guide to Digital Sketching,,1,,,,,,,,,,
Gestalt Principles & Pattern Design : Create Festive Pattern,,1,,,0,,,,1,,,
Logo Design - Design a Logo in Photoshop for beginners,,0,,,0,,,,,,1,
Advanced Features in Adobe Illustrator,0,,0,,0,,,,,,,
"YOU can Draw, Shade and Paint a Mixed Media Girl...today!",0,,,,,,,,,,,
Photoshop | GIMP: Quick & Easy Image Hacks for Beginners,0,,,,1,,,,,,,
Learn Photoshop CC Essentials,,,,,,,,1,,,,
Mobile App Design: From Beginner to Intermediate,1,,,0,,0,,,1,1,,
Text based Logo Design for Business Using Adobe Photoshop,,,,,,,0,,,,0,
Graphic Design for Entrepreneurs...Who Can't Draw,0,0,,,,,,0,,,,0
BUSINESS CARD DESIGN IN POWERPOINT,1,,,1,,,,,,,,
Adobe - How to create a professional Video Title/ Web Banner,,,,,,,,,,,,1
How to Design an Awesome Letterhead in Adobe Illustrator,,,,,,0,0,,,,,
Graphic Design - An Overview of the Field,1,,0,,,,,,1,,,
✔️ Illustrator CC : Be a Graphic Designer in Illustrator CC,,1,,,,0,1,,,,1,
FLAT ICON DESIGN IN POWERPOINT,,1,,0,,,,,1,,1,0
Logo Design By Example : Design 5 Famous Logos,,,,,,,,,,1,,
Bring your sketch to life - learn digital illustration,,1,,1,,,1,,,,,0
Learn Cinema 4D: Create an Abstract Background,,1,,,,,,,,0,,
The Art of Icon Design: Create Custom Flat Icon Designs,0,,,,,,,,,,,
Design Tickets and Vouchers in Photoshop and Illustrator,,,1,,,,,,,,,
Blender Modelling Series - Volume Two,,0,,,1,,,,,,,0
Master Adobe Photoshop Lightroom CC - From Beginner to Advan,,,,,,,,,,,0,0
Design bestselling T-shirts from Beginner to Expert.,0,0,,1,,0,0,,1,0,,
Digital Painting for Cartoon Characters,0,0,,,,,,,,,,
Create Animated Gif Advertising Banners in Photoshop CC,,,,0,,,,1,,,,
The Play-Doh Technique: Fun Hand-made Vectors In Illustrator,,,,,,0,1,,0,,0,
Photo Manipulation: Master Photo Editing,,,0,,,,,,,,,
How to create flat design icons in 15 minutes in Illustrator,,,,1,,,,,,,,1
Adobe - Create a professional logo step-by-step (Beauty),,,1,,,,,,,,,
Essential Skills for Designers - Mastering the Pen Tool,,1,,,,,0,,,0,0,
Morphing  with After Effect : Everything you need to know,,,,,,,0,,1,1,,0
Learn  After Effects and master 3d layers in after effects,0,,,,1,,,,,0,,
Learn Adobe Illustrator CC - All Essentials In 1 Hour!,,,,,,,,0,,,,
History of Art and Design from XV to XXI century,,,,,,,,1,,,,
App Design + Web Design + Photoshop = Combined Course,,1,1,,,,0,,,,,
Adobe Illustrator CC for beginners,,,,,0,,1,1,,,0,1
Complete Portrait and Figure Drawing (step-by-step),,,,,,,,,,,1,
Adobe Illustrator: Learn Easy Logo Design.,,1,,1,,,,0,,1,,
Create Beautiful Compelling Social Media Banners With Canva,,,,,,1,,,,,,
Become a Professional Logo Designer,,,,,,,,,,,,
Learn Photoshop Actions - Save time with repetitive tasks,0,,,,,1,,0,0,,,1
Essential Skills for Designers - Masking,,,,,,,,,,,,
Mastering Photoshop Elements 13 Made Easy Training Tutorial,,,,,,,,0,,0,,0
"Become a Graphic Designer, and earn a living from it",,,1,,,,,,,,0,
Learn 2D Cell Shading in Photoshop,,,,1,,,0,,,,,
Adobe Illustrator For Everyone: Create Detailed Vector Image,1,,,0,,0,0,,,,0,
Learn Digital Drawing in Photoshop,,1,,1,,,0,1,,,,
Quickly Batch Export & Package Logo Files for Clients,1,1,,,,,,,,,,1
Logo Design for Everybody,,0,,1,,,,,,,0,0
Pixelmator - Create Vector Graphics From Scratch,,,,,,,,0,0,,,
Creating an animated greeting card via Google Slides,,,,,,,,,1,,,
Most Wanted Flat Design Techniques #3: Office Space,,,0,,,,,,,,,
Flat Design - Create Beautiful Flat Graphics In Photoshop,0,,,,,,,,,,,
T-Shirt Design Workshop 01: Foundation,,,,,,,,,,1,,0
Expert Guide : Mastering Shapes Creation with Illustrator,,,,,,,1,,,,,
Logo Portfolio in 1 Hour in Wordpress,,,,0,,,,,,0,,1
Complete Digital Painting Training with Corel Painter,0,,0,,,0,,1,,,1,0
How to Design Simple Promotional Materials in Photoshop,,,0,1,0,,,,,0,,
Design and Animate a Gamer UI,,,,,,,,,,0,1,0
Learn Blender 3D - The materials and texture course,1,,0,,1,1,,,,,,1
FACEBOOK COVERS IN POWERPOINT,,,,,,,,,,,,1
"Quote Images for Pinterest, Facebook, & Instagram",,,,,,,,,,,,
Adobe Illustrator: Create a Quick & Easy Unique Illustration,,,,,0,1,,,0,,,
Learn to Design a Logo in Adobe Illustrator,,,,,,,,,1,,,
Photoshop In-Depth: Master all of Photoshop's Tools Easily,,,,,,,,,,1,,1
Diseño de logo para principiantes,0,1,,,,0,,,,0,,
After Effects - Alles rund um das Tracking,,,,,,,,,,1,,
Introducción al retrato realista con Photoshop,,,,,0,,,,,1,,
Uso Básico de Adobe Photoshop,0,1,,,,,,0,,,,
Técnicas Photoshop: Reformar Campo de golf,,,,,,0,,,1,,,
誰でもわかる Adobe Illustrator CS5,0,,,,,0,0,1,,,,
誰でもわかる Adobe Photoshop CS5,,1,1,1,,,,,0,,,
MicroStation - Niveles,,0,,,1,,,,,,,
Crea personajes fantásticos con Photoshop,0,,,,,,,0,,1,,
Letras en Adobe Illustrator,,,0,,0,,,,,,,
Photoshop: Creando elemental de aire,,,,,,,,1,,,,
MicroStation - Células,,,1,,,,,,1,,,
Nuke X: Aprende composición digital,,,,,,,,,,,,
สร้างงานกราฟฟิคแอพพลิเคชั่นมือถือด้วย Adobe Illustrator,,,,,,1,,,,,,
Photoshop: Creando elemental de agua,,,,,,0,,,1,,,
７日でマスター  ビギナー向け Adobe Illustrator　どきどきセミナー,1,,,,,1,,,,,,0
Si eres nuevo en Photoshop...Este es tu curso Nº1,,,,,,0,,1,1,,,
Intro to Illustrator,1,,,,,,,,,,,
画像加工の初心者だとしても、１週間でホームページのトップ画像を製作できるようになる画像製作講座,,,,,,,,,1,,,
Photoshop - Automatização com Adobe Script,0,,,,1,,0,,0,,,
دورة شامل لبرنامج إلستريتور للمبتدئين - Adobe illustrator CC,,,,,,,,,,,0,
Corel Draw X8 Başlangıç Eğitimi (YENİ),,,,,,,,,1,1,,
Formation Photoshop,,1,,,0,,,,,,,
8 Stunden professionelles Cinema 4D Training,,,,,1,,,1,,0,,1
Clipping Masks & Shaped images in Adobe Photoshop CC,,,,,1,,,0,,,1,
Expert Guide : Mastering Photoshop Smart Objects in depth !,0,,1,1,1,0,1,,,,,1
Portrait Typography in Photoshop - Anyone can do Typography,,,0,,,,,,,,,
Mastering Retouching and Restoration (15 projects Included),,,,,,,,,,,,
Make flat design trees in Adobe Illustrator in 30 minutes!,,0,,,0,,,,,,,
Photoshop Fantastic! - The Comprehensive Guide to Photoshop,,,,,,1,,,,,1,
Drawing in PowerPoint: Block diagram + Experiments + Cartoon,1,,,,,,,,,0,,
Graphic Design: Double Your Sales With Canva,0,,,,,,,0,1,,,
Easy Typography Tips to Beautify and Strengthen Your Work,,1,,,,,1,,,1,1,0
Adobe Illustrator Advanced Vector Artwork,,,,,,0,,,,,1,
Web Elements Design With Photoshop,,0,,,,,,,,,,
Logo Design Made Easy: Create your own logo in PowerPoint,,,,,,,1,,,,,
Typografie - Die besten Schriftarten im Geschäftsalltag,,,,,,,0,0,,,,
Lettering,,,,,,,,0,,,1,
Corel Draw x7,,,,,,,1,,,,1,
Adobe Photoshop CC - Fundamentos,,,,0,,,,,0,,,
Curso de Diseño e Ilustracion de Armas para Videojuegos,1,,,,,,,,,,1,
Photoshop - Composição vintage,,,1,,,,,,,,,
Photoshop: Automatiza invitaciones con bloc de notas y Excel,,1,,,,,,,,1,1,
Illustrator CC 2016 Power Workshops (Deutsch),,,,,,0,1,,,,,
Curso Blender 3D  do Básico ao Avançado ,,,,1,,0,,,,,,
Diseño impreso - Preimpresión para offset en Illustrator,,,,,1,,,,,,,
Fundamentos de la Tipografía - Para un diseño eficaz,,0,0,,,,,,,,0,
الدورة الشاملة illustrator from zero to hero,,,,,0,1,,,1,,1,0
Designing an eBook Cover that Sells,,1,,,,,1,1,,,,0
Master Terrazzo: Creating Vector Tiles with Adobe Illustrati,,0,,,,,,,,,,1
Paint atmospheric sunset with soft pastel!,1,,,,,,,,,,,
Earn and Learn to create Logo designs in Illustrator quickly,,,,,,,0,,,1,1,
Create your own Photoshop brush preset!,,,,,,,,0,,,0,
Quick and Quirky Caricatures - Learn in an Hour!,,0,,,,,1,,,,,
Finalize Production Files | Photoshop Illustrator InDesign,0,,0,,,,,,1,,0,0
How to illustrate in Flash ,0,1,,,,,,,,1,,
OpenCV Computer Vision Application Programming ,,,,,1,0,,,,,,0
Turn your animated greeting card carousel into a music video,,,,0,,,,,,,,
Mastering Photoshop Elements 15 Made Easy Training Tutorial,,0,1,0,1,,,,,,,1
Manipulate Photos with GIMP,,,,,,0,,,1,,1,
Learn to Draw Pretty Faces for Comic Books,1,,,,,,,,,,0,1
The Business Graphic Design with Photoshop & Illustrator,,1,,,,,,,,,,1
Bestseller!! Learn Illustrator CC in 1 Hour,1,1,,,,,1,0,,1,1,
Learn Professional Book-Cover Designing Photoshop 4 Beginner,,,,1,1,,,,1,,,0
How To Make Graphics For A Website,,1,1,,,,0,,,,,
Adobe Illustrator: How to Draw Squared Animals Icons,,,,,,,,0,0,,,
Book Covers and Graphic Design with PowerPoint 2013/2016/365,,,,,,,,,,,,
Getting Started With Digital Painting Using Krita,,,,0,0,0,1,0,0,,,
Logo Design - Guide to Logo Design in Photoshop,0,,1,,,,,,,0,1,0
Logo Design Essentials ,1,,,,1,1,,,,,,
Fundamentals of Character Design: From Concept to Vector,,,,,1,0,,,,0,,
"Whiteboard Animation, Beginner To Expert - In 1 Hour!",,,,,,,,,1,,,
Drawing Fun Caricatures! :) -The Best Method!,,,,,,,0,,,0,,
Advanced Graphic Design-Photoshop CC 2014 for Photographers,,1,0,,,0,,,,1,0,0
Design Beautiful & Professional Ebooks Using FREE Software,,1,,1,,,1,,,,0,
Desktop Publishing 101: Simplified Editing,,1,,,,,,,1,,,
Create Professional Character Designs in Photoshop,,,,,,,0,,0,0,,
How to Make a Custom Graphic From Sketches ,0,,,,,,0,,,1,,1
Getting Started with Illustrator CC,,,,,,,,,1,,,
"Photoshop From Scratch to Logos, Digital Drawing & Projects",,,,,,,,1,,,0,
How to Make Your Own Children's Interactive eBook!,,,0,,1,0,,,,,,
InDesign Basics for Beginners: Learn InDesign Quickly,,,,,0,0,,,,,,
Create an Accelerated Learning Flowchart with Watercolors,,,,0,,0,,1,,,,
How to Create Vector Characters in Illustrator or Photoshop,,,,,,1,,,,1,1,
Photoshop Learn Concept Art Manipulation,,,,,,,,,0,1,,
Make Logo design pay with illustrator in less than a day,,,,0,,,,,0,,1,
Create a Majestic Bear on Adobe Illustrator,1,,,,,,0,,,,1,
Adobe Illustrator CC Beginner,,,0,,,,1,,,,0,
Create Beveled Lettering in Adobe Illustrator,,,,1,,,,0,,,,
Learn Adobe Illustrator and Premiere Pro in 1 hour,,,,,0,,0,,,,,
Adobe photoshop The  Flying Land compositing,0,,,,0,,,,,,,0
Learn Mobile App Design in Photoshop,,,,,0,1,,,,,,
Photoshop: Real World Learning,,,,,,,,,,1,,
Adobe Illustrator Fast Track,,,,,,,0,,,1,1,
Mastering Text Animation in After Effect,,,,,,,,,,,,
How to Design A 2D Character in Illustrator,1,,,,,,,1,0,,,
Design Efficiency Intensive,,1,0,,,,,,,,,
Adobe Photoshop CC for Photographers Advanced,0,,,,,,1,,,,0,0
Adobe InDesign Tips and Tricks,,0,,,,,,,0,,,1
Photoshop CC Training - Creating Fantastic Album Cover Art,,,1,,,0,,0,,1,,
Beginner's Guide to Book Cover Designing.,,,1,,,,,0,,,,
Low Poly Portrait Illustration,,,,1,,,1,,,,,
Events Promotion Design,,,0,,,,,,,,,
Adobe Photoshop CC Introduction,,,,,,,,,,,,
Ecover Mastery in 30 Minutes with NO photoshop skills needed,,,,0,0,,,0,,,,
Adobe Illustrator in Under 10: Fast info at your Fingertips!,,,1,,,,,,,,0,
An Easy Introduction to Adobe Photoshop,,,,,,,,,,,,
Create Beautiful Image Maps for Your Website,,,1,,,,0,,,,,0
T-Shirt Design Workshop 02: Mixed Media Design,,1,,,1,,,,,,,1
Design a unique bookstore-quality Photo Book with Blurb,0,,0,1,,,,,,,1,1
Learn to Create Deliverable Brand Identity Package,,0,1,,,,,0,,,,
How to Draw Pinups and Sexy Women,,,,,,,,,,,1,
Design & Create Text Logos in Adobe Photoshop CS5,,1,,,1,,1,,,0,,
Freelancing A-Z: How To Start A Successful Freelance Career,0,,,1,1,1,,1,,,,
Character Concept Design for Beginners,1,0,,,,,,,,1,1,
Icon & Logo Symbol Design in Adobe Illustrator,,,,,1,,,1,,1,,
How to Draw Majestic Animals: Cats,,,,,,,0,,,,,
Sketchbook Pro for Beginners,0,,,,,,,,,1,,1
Photoshop CC 2017 Full Course,,0,,,,,,,,,,1
Mobile App Design in Photoshop from Scratch - UI & UX DESIGN,,,,,,,,,,,,
Affinity Designer - making seamless patterns,,,0,,1,,1,,1,0,,
Typography: Learn the Foundation and Designs,1,1,,,,,1,1,,,,0
Sketch 3 - New Guide To iOS 8 Mobile App Design (2015),,,,,,,,1,,,1,
How To Become An Etsy Wholesale Seller,,,,,1,1,0,,,1,,
How to make Business Cards like a Pro,,,,,,,,0,,,,
Creating animation puzzles with Google Slides,,1,,,1,1,,,,,,
iPhone icons gone awesome,1,1,0,,,,,,,,,
Adobe After Effect: Create 15 Advance Motion Graphic Element,,,,,0,,,,,,,
Learn Sketch 3 Mobile App Design From Scratch,,0,,1,,,,,,,0,1
Learn Real Graphic Design,,,,,0,,1,0,,,,1
Designing With Halftones: Create a Dot Pattern Portrait!,,,0,,,,,,,,1,1
A Beginners Guide to creating Vector Graphics With Photoshop,,0,,,0,1,0,,,,0,
Adobe Photoshop CS6 para Iniciantes,,0,,1,0,,,,,,,
PHOTOSHOP: Dessiner l'affiche du film Rogue One en style BD,,,,,1,1,,0,,,,
Doble exposición con Photoshop,,,,,,,,0,1,,0,
Débuter avec KRITA,,,,,,,,,,,,
会声会影深度教学,,0,,,,,,,,1,,
Criando um poster com foto colagem digital,,0,,1,,,,,,,0,1
Adobe InDesign CC 2017 Quick Start,,,,,,,1,,,0,,
初めてのiDraw入門,1,,1,0,0,,,1,,,,0
Interiores Sostenibles 101,,0,,,,,,1,,,,1
Wordpress: Comment utiliser le thème FABLE,,,,,1,,0,1,,0,,
Adobe InDesign CS6,,,,,,,,,,0,,1
Aprende Photoshop con Ejercicios Prácticos.,1,,,,,,,,0,,1,
Typography Design: Learn Web Typography The Practical Way,,,,0,,,,0,1,,,
Toon Boom Studio Tutorial - Cartoon Animation Made Simple,,,,0,,,,,,,,
Learn Logo Designing: 5 Types of Logo Designs in Illustrator,,,,,1,,,,,,,
Practical Font Design,0,,,0,,,,,,,,
Smashing Photoshop CC/CS,,,1,,,,,1,,1,,
"Sketching: How to Draw People, Hands, Eyes, Buildings & Cars",,0,,,,,,,,,,
Converting Type to Outlines in Adobe InDesign,0,,,,,,,1,,1,,
Siemens NX Unigraphics (UG) Basic to Advance 3D Modelling,,,,,,1,,,0,,,1
Typography From A to Z,,,,,1,,,,,,,0
Digital Asset Designer: Creating and Selling Mockups,,,,0,,,1,,,,,
Adobe Illustrator CC - From scratch ,,,0,,,,,0,,,,
Photoshop: 5 Practical Techniques to Improve Your Skills,0,,,,0,0,,,,0,,0
Easy Coloring Book Design,0,,,,,,1,,,1,,1
Make Patterns in Illustrator,,,,1,,,,,1,0,,
Learn to create Text fire effect in Adobe Photoshop ,,,,,,,,,,,1,
Professional Business Logo Design Using Free Online Tools,,,,,1,,,,,,,
Beginners Guide to Kindle Ebook Covers Design With Fireworks,,,,,,,,,1,0,,
Photoshop isn't like what you imagine A to Z .,,0,,,,,,,,,,
The Complete Adobe Spark Course,,0,,,,,,,0,,,
The Art of Logo Design : Everything You Need to Know,,,,,,,,,,,,
Hand Lettering para Iniciantes,,,,,,,,,0,,,
Aprende a utilizar Canva,,,,,,,1,,1,,,
photoshop - CURSO DE PHOTOSHOP DO BÁSICO AO AVANÇADO,,,,1,,,,1,,,,
Photoshop - Revelando os segredos das Fusões,,,0,,1,1,,,,,1,
Create Mobile App Design from Scratch in Photoshop,,,,1,1,,,,,,,
Apple Watch Design,,,,,,0,0,0,,,,
Word Swag : Create Stunning Images with the Word Swag App,,1,0,,0,,,,,,,0
How to Draw Majestic Animals: Dogs,0,,,,,0,,,1,1,,1
Photoshop Course: Design an eBook Cover in Photoshop,,1,,,1,0,,,,1,,0
Digital Art for Beginners,,1,,,1,,,,,,,
Learn How To Design a Logo in Adobe Illustrator in 30 Mins,,,,0,0,1,,,,,1,
The most popular techniques in Photoshop,,,,,,1,,0,,,,
Become a Professional Graphic Designer,0,0,,,,,,,,,,
Adobe Illustrator CC 2017 for beginners,,,,,,,,,,,,
How to Draw Cute Cartoon Characters,,,,,,,,1,,,,
How to Create awesome Cinema-graph With Adobe Photoshop?,,0,,,0,,,,,0,,
Learn to Create a Mandala with Adobe Illustrator,,,,,0,,,,,,,
15  Motion Graphic Elements in After Effect (Series 2),,,,0,,,,1,,,,
Fantasy map design,0,1,0,,,,,,,,,
Creating 2D Game Assets,1,,0,,,,,,,0,,
create 9 professional logo design full version,1,,,,,1,,,,,,
Stencil - Simple Graphic Design For Entrepreneurs,,,,,,,,,1,,1,
Learn Adobe InDesign from Scratch,,,,,,,1,0,,,,0
Getting the Life of an Instructional Designer,1,,,,0,,,,,,,
Drawing for All Levels: How to Design Cartoon Women,,,,,,,,0,,,,1
Photoshop Tools 101,,,,0,,,,0,,,,
How to create gif animation in photoshop,,0,,0,,,,0,,,,
How to Color Comic Books... with a Mouse,,,1,,,,,,,,,0
Bestseller! Learn Photoshop in 1 Hour (No Experience Needed),,,,,,,,,,0,0,
How To Design A Fortune 500 Logo in Illustrator,,,,,,,,,,,,
Canva : Graphic Design Theory Volume2,,,1,,1,,,,,,,
Canva : Book Cover Design,,,,,,,,,,,,
The Complete Figure Drawing Course HD,,,,,,,,,,,,
Mastering Logo Design - 20 Projects step-by-step,,1,,,,,,,,1,,
Graphic Design: Create Animated GIF Ad Banners in Photoshop,,1,1,,,,,,,,,
Learn Inkscape : Design Logos and Game Arts,,,,,,,,,,0,,
Typography: Learn the Basics to Build a Solid Foundation,0,,0,,,,0,,,,,
Master Manga Studio 5: Bonus Drawing and Painting,0,1,1,,,,,,,,,
Learn Adobe Photoshop from scratch to professional,0,,,,,,0,,,,,1
7 Secrets To Designing In Black and White,,,0,,,,,0,,,,
Photoshop CS 6 ile Fotoğraf İşlemenin Temelleri,,,,,,0,,,0,,,
誰でもわかる Adobe Illustrator CS6,,0,,,,,,,1,,,
Devenez le king de l'illustration automobile,1,,,,,,0,,,,,1
Corel Draw X7 Eğitimi (Temelden İleri Seviyeye),,,1,,,,0,,1,,1,
调色中级课程,,1,0,,1,,,,1,,0,1
Drawing and paint  hot girl with photoshop,0,1,0,,1,1,0,,,1,,0
Photoshop CC Eğitim Seti (YENİ),,,0,,,,0,,,,,
مدخل في أساسيات الفوطوشوب للمبتدئين فقط,,1,,,,,,1,,,,
Creación de iconos con Illustrator,,,,,0,1,,,,,,
